; tobii_timestamp; GazeX; GazeY; GazeZ; eyeUVX; eyeUVY; FPS; lagTime; Time_Start; 
1800; 15284; -0,009778138; 0,1166874; 0,9931206; -0,01021581; 0,1121704; 22; 0; ; 
1800; 15284; -0,009778138; 0,1166874; 0,9931206; -0,01021581; 0,1121704; 22; 0; ; 
1813; 15284; -0,009778138; 0,1166874; 0,9931206; -0,01021581; 0,1121704; 22; 0; ; 
1813; 15284; -0,009778138; 0,1166874; 0,9931206; -0,01021581; 0,1121704; 22; 0; ; 
1820; 15329; -0,01042541; 0,1162054; 0,9931704; -0,01025773; 0,1129774; 22; 0; ; 
1840; 15329; -0,01042541; 0,1162054; 0,9931704; -0,01029127; 0,113623; 22; 0; ; 
1854; 15329; -0,01042541; 0,1162054; 0,9931704; -0,01029127; 0,113623; 25; 0; ; 
1854; 15329; -0,01042541; 0,1162054; 0,9931704; -0,01029127; 0,113623; 25; 0; ; 
1860; 15369; -0,008893237; 0,1166238; 0,9931363; -0,01001166; 0,1142232; 25; 0; ; 
1880; 15369; -0,008893237; 0,1166238; 0,9931363; -0,009787978; 0,1147033; 25; 0; ; 
1890; 15369; -0,008893237; 0,1166238; 0,9931363; -0,009787978; 0,1147033; 28; 0; ; 
1890; 15369; -0,008893237; 0,1166238; 0,9931363; -0,009787978; 0,1147033; 28; 0; ; 
1900; 15406; -0,006322082; 0,1143039; 0,9934257; -0,009094799; 0,1146234; 28; 0; ; 
1920; 15406; -0,006322082; 0,1143039; 0,9934257; -0,008540256; 0,1145595; 28; 0; ; 
1923; 15406; -0,006322082; 0,1143039; 0,9934257; -0,008540256; 0,1145595; 31; 0; ; 
1940; 15438; 0,00589942; 0,1189343; 0,9928846; -0,005652321; 0,1154345; 31; 0; ; 
1955; 15438; 0,00589942; 0,1189343; 0,9928846; -0,005652321; 0,1154345; 31; 0; ; 
1955; 15438; 0,00589942; 0,1189343; 0,9928846; -0,005652321; 0,1154345; 31; 0; ; 
1960; 15471; 0,005297621; 0,1208478; 0,9926569; -0,003462332; 0,1165171; 31; 0; ; 
1980; 15471; 0,005297621; 0,1208478; 0,9926569; -0,001710342; 0,1173833; 31; 0; ; 
1988; 15471; 0,005297621; 0,1208478; 0,9926569; -0,001710342; 0,1173833; 30; 0; ; 
2000; 15504; 0,01608427; 0,12349; 0,9922155; 0,00184858; 0,1186046; 30; 0; ; 
2020; 15504; 0,01608427; 0,12349; 0,9922155; 0,004695718; 0,1195817; 30; 0; ; 
2033; 15504; 0,01608427; 0,12349; 0,9922155; 0,004695718; 0,1195817; 22; 0; ; 
2033; 15504; 0,01608427; 0,12349; 0,9922155; 0,004695718; 0,1195817; 22; 0; ; 
2040; 15549; 0,02380107; 0,08995911; 0,9956611; 0,008516788; 0,1136572; 22; 0; ; 
2040; 15549; 0,02380107; 0,08995911; 0,9956611; 0,008516788; 0,1136572; 22; 0; ; 
2060; 15549; 0,02380107; 0,08995911; 0,9956611; 0,01157364; 0,1089176; 22; 0; ; 
2079; 15549; 0,02380107; 0,08995911; 0,9956611; 0,01157364; 0,1089176; 22; 0; ; 
2079; 15549; 0,02380107; 0,08995911; 0,9956611; 0,01157364; 0,1089176; 22; 0; ; 
2080; 15595; -0,02543827; 0,0737531; 0,9969521; 0,004171261; 0,1018847; 22; 0; ; 
2100; 15595; -0,02543827; 0,0737531; 0,9969521; -0,001750645; 0,09625836; 22; 0; ; 
2120; 15595; -0,02543827; 0,0737531; 0,9969521; -0,00648817; 0,09175731; 22; 0; ; 
2125; 15595; -0,02543827; 0,0737531; 0,9969521; -0,00648817; 0,09175731; 22; 0; ; 
2125; 15595; -0,02543827; 0,0737531; 0,9969521; -0,00648817; 0,09175731; 22; 0; ; 
2140; 15640; -0,02563777; 0,07111576; 0,9971386; -0,01031809; 0,08762901; 22; 0; ; 
2160; 15640; -0,02563777; 0,07111576; 0,9971386; -0,01338203; 0,08432636; 22; 0; ; 
2180; 15640; -0,02563777; 0,07111576; 0,9971386; -0,01338203; 0,08432636; 18; 0; ; 
2180; 15640; -0,02563777; 0,07111576; 0,9971386; -0,01338203; 0,08432636; 18; 0; ; 
2180; 15695; -0,06278001; 0,05093052; 0,996727; -0,02326162; 0,07764719; 18; 0; ; 
2180; 15695; -0,06278001; 0,05093052; 0,996727; -0,02326162; 0,07764719; 18; 0; ; 
2200; 15695; -0,06278001; 0,05093052; 0,996727; -0,0311653; 0,07230385; 18; 0; ; 
2213; 15695; -0,06278001; 0,05093052; 0,996727; -0,0311653; 0,07230385; 30; 0; ; 
2213; 15695; -0,06278001; 0,05093052; 0,996727; -0,0311653; 0,07230385; 30; 0; ; 
2220; 15729; -0,009682336; 0,08817711; 0,9960577; -0,02686871; 0,0754785; 30; 0; ; 
2240; 15729; -0,009682336; 0,08817711; 0,9960577; -0,02343143; 0,07801823; 30; 0; ; 
2254; 15729; -0,009682336; 0,08817711; 0,9960577; -0,02343143; 0,07801823; 25; 0; ; 
2254; 15729; -0,009682336; 0,08817711; 0,9960577; -0,02343143; 0,07801823; 25; 0; ; 
2260; 15770; -0,002992887; 0,09254459; 0,9957041; -0,01934372; 0,0809235; 25; 0; ; 
2280; 15770; -0,002992887; 0,09254459; 0,9957041; -0,01607356; 0,08324771; 25; 0; ; 
2297; 15770; -0,002992887; 0,09254459; 0,9957041; -0,01607356; 0,08324771; 23; 0; ; 
2297; 15770; -0,002992887; 0,09254459; 0,9957041; -0,01607356; 0,08324771; 23; 0; ; 
2300; 15812; -0,0001040175; 0,09183648; 0,9957741; -0,01287965; 0,08496547; 23; 0; ; 
2320; 15812; -0,0001040175; 0,09183648; 0,9957741; -0,01032452; 0,08633967; 23; 0; ; 
2333; 15812; -0,0001040175; 0,09183648; 0,9957741; -0,01032452; 0,08633967; 27; 0; ; 
2333; 15812; -0,0001040175; 0,09183648; 0,9957741; -0,01032452; 0,08633967; 27; 0; ; 
2340; 15849; 0,004868123; 0,09219102; 0,9957295; -0,007285994; 0,08750994; 27; 0; ; 
2360; 15849; 0,004868123; 0,09219102; 0,9957295; -0,00485517; 0,08844616; 27; 0; ; 
2380; 15849; 0,004868123; 0,09219102; 0,9957295; -0,002910511; 0,08919512; 27; 0; ; 
2381; 15849; 0,004868123; 0,09219102; 0,9957295; -0,002910511; 0,08919512; 21; 0; ; 
2381; 15849; 0,004868123; 0,09219102; 0,9957295; -0,002910511; 0,08919512; 21; 0; ; 
2400; 15896; 0,007159445; -0,08792275; 0,9961016; -0,00089652; 0,05377155; 21; 0; ; 
2416; 15896; 0,007159445; -0,08792275; 0,9961016; -0,00089652; 0,05377155; 28; 0; ; 
2416; 15896; 0,007159445; -0,08792275; 0,9961016; -0,00089652; 0,05377155; 28; 0; ; 
2420; 15932; -0,001156203; -0,07295366; 0,9973347; -0,0009484566; 0,02842651; 28; 0; ; 
2440; 15932; -0,001156203; -0,07295366; 0,9973347; -0,0009900059; 0,008150471; 28; 0; ; 
2450; 15932; -0,001156203; -0,07295366; 0,9973347; -0,0009900059; 0,008150471; 30; 0; ; 
2460; 15965; -0,02320018; -0,07493791; 0,9969183; -0,005432041; -0,008467205; 30; 0; ; 
2480; 15965; -0,02320018; -0,07493791; 0,9969183; -0,008985669; -0,02176135; 30; 0; ; 
2481; 15965; -0,02320018; -0,07493791; 0,9969183; -0,008985669; -0,02176135; 32; 0; ; 
2481; 15965; -0,02320018; -0,07493791; 0,9969183; -0,008985669; -0,02176135; 32; 0; ; 
2500; 15997; 0,05287168; -0,0470827; 0,9974908; 0,0033858; -0,02682562; 32; 0; ; 
2520; 15997; 0,05287168; -0,0470827; 0,9974908; 0,01328298; -0,03087704; 32; 0; ; 
2521; 15997; 0,05287168; -0,0470827; 0,9974908; 0,01328298; -0,03087704; 25; 0; ; 
2521; 15997; 0,05287168; -0,0470827; 0,9974908; 0,01328298; -0,03087704; 25; 0; ; 
2540; 16036; 0,05770754; -0,05691372; 0,9967099; 0,02216789; -0,03608437; 25; 0; ; 
2560; 16036; 0,05770754; -0,05691372; 0,9967099; 0,02927582; -0,04025024; 25; 0; ; 
2561; 16036; 0,05770754; -0,05691372; 0,9967099; 0,02927582; -0,04025024; 25; 0; ; 
2561; 16036; 0,05770754; -0,05691372; 0,9967099; 0,02927582; -0,04025024; 25; 0; ; 
2580; 16076; 0,05904379; -0,05527737; 0,9967238; 0,03522941; -0,04325567; 25; 0; ; 
2600; 16076; 0,05904379; -0,05527737; 0,9967238; 0,03999229; -0,04566001; 25; 0; ; 
2611; 16076; 0,05904379; -0,05527737; 0,9967238; 0,03999229; -0,04566001; 20; 0; ; 
2611; 16076; 0,05904379; -0,05527737; 0,9967238; 0,03999229; -0,04566001; 20; 0; ; 
2620; 16126; 0,05769855; -0,0538336; 0,9968815; 0,04353354; -0,04729472; 20; 0; ; 
2620; 16126; 0,05769855; -0,0538336; 0,9968815; 0,04353354; -0,04729472; 20; 0; ; 
2640; 16126; 0,05769855; -0,0538336; 0,9968815; 0,04636654; -0,0486025; 20; 0; ; 
2656; 16126; 0,05769855; -0,0538336; 0,9968815; 0,04636654; -0,0486025; 22; 0; ; 
2656; 16126; 0,05769855; -0,0538336; 0,9968815; 0,04636654; -0,0486025; 22; 0; ; 
2660; 16171; 0,06404919; -0,05296019; 0,9965405; 0,04990307; -0,04947404; 22; 0; ; 
2680; 16171; 0,06404919; -0,05296019; 0,9965405; 0,0527323; -0,05017127; 22; 0; ; 
2700; 16171; 0,06404919; -0,05296019; 0,9965405; 0,05499567; -0,05072905; 22; 0; ; 
2710; 16171; 0,06404919; -0,05296019; 0,9965405; 0,05499567; -0,05072905; 18; 0; ; 
2710; 16171; 0,06404919; -0,05296019; 0,9965405; 0,05499567; -0,05072905; 18; 0; ; 
2720; 16226; 0,06510191; -0,05425492; 0,9964026; 0,05701692; -0,05143423; 18; 0; ; 
2720; 16226; 0,06510191; -0,05425492; 0,9964026; 0,05701692; -0,05143423; 18; 0; ; 
2740; 16226; 0,06510191; -0,05425492; 0,9964026; 0,05863392; -0,05199837; 18; 0; ; 
2756; 16226; 0,06510191; -0,05425492; 0,9964026; 0,05863392; -0,05199837; 22; 0; ; 
2756; 16226; 0,06510191; -0,05425492; 0,9964026; 0,05863392; -0,05199837; 22; 0; ; 
2760; 16272; 0,06535817; -0,05491667; 0,9963496; 0,05997877; -0,05258203; 22; 0; ; 
2780; 16272; 0,06535817; -0,05491667; 0,9963496; 0,06105465; -0,05304895; 22; 0; ; 
2789; 16272; 0,06535817; -0,05491667; 0,9963496; 0,06105465; -0,05304895; 31; 0; ; 
2800; 16304; 0,0667087; -0,05176697; 0,9964287; 0,06218546; -0,05279256; 31; 0; ; 
2820; 16304; 0,0667087; -0,05176697; 0,9964287; 0,06309011; -0,05258744; 31; 0; ; 
2835; 16304; 0,0667087; -0,05176697; 0,9964287; 0,06309011; -0,05258744; 22; 0; ; 
2835; 16304; 0,0667087; -0,05176697; 0,9964287; 0,06309011; -0,05258744; 22; 0; ; 
2840; 16350; 0,06404178; -0,05393896; 0,9964885; 0,06328044; -0,05285774; 22; 0; ; 
2840; 16350; 0,06404178; -0,05393896; 0,9964885; 0,06328044; -0,05285774; 22; 0; ; 
2860; 16350; 0,06404178; -0,05393896; 0,9964885; 0,06343271; -0,05307398; 22; 0; ; 
2880; 16350; 0,06404178; -0,05393896; 0,9964885; 0,06355453; -0,05324698; 22; 0; ; 
2882; 16350; 0,06404178; -0,05393896; 0,9964885; 0,06355453; -0,05324698; 21; 0; ; 
2882; 16350; 0,06404178; -0,05393896; 0,9964885; 0,06355453; -0,05324698; 21; 0; ; 
2900; 16397; 0,03025305; -0,06480684; 0,9974391; 0,05689423; -0,05555895; 21; 0; ; 
2920; 16397; 0,03025305; -0,06480684; 0,9974391; 0,05156599; -0,05740853; 21; 0; ; 
2922; 16397; 0,03025305; -0,06480684; 0,9974391; 0,05156599; -0,05740853; 25; 0; ; 
2922; 16397; 0,03025305; -0,06480684; 0,9974391; 0,05156599; -0,05740853; 25; 0; ; 
2940; 16437; 0,03301187; -0,06500207; 0,997339; 0,04785517; -0,05892723; 25; 0; ; 
2960; 16437; 0,03301187; -0,06500207; 0,997339; 0,04488651; -0,0601422; 25; 0; ; 
2964; 16437; 0,03301187; -0,06500207; 0,997339; 0,04488651; -0,0601422; 24; 0; ; 
2964; 16437; 0,03301187; -0,06500207; 0,997339; 0,04488651; -0,0601422; 24; 0; ; 
2980; 16479; 0,01799765; -0,07661993; 0,9968979; 0,03950874; -0,06343774; 24; 0; ; 
3000; 16479; 0,01799765; -0,07661993; 0,9968979; 0,03520652; -0,06607419; 24; 0; ; 
3015; 16479; 0,01799765; -0,07661993; 0,9968979; 0,03520652; -0,06607419; 19; 0; ; 
3015; 16479; 0,01799765; -0,07661993; 0,9968979; 0,03520652; -0,06607419; 19; 0; ; 
3020; 16531; 0,06315123; -0,05790946; 0,9963225; 0,04079546; -0,06444124; 19; 0; ; 
3020; 16531; 0,06315123; -0,05790946; 0,9963225; 0,04079546; -0,06444124; 19; 0; ; 
3040; 16531; 0,06315123; -0,05790946; 0,9963225; 0,04526661; -0,06313489; 19; 0; ; 
3050; 16531; 0,06315123; -0,05790946; 0,9963225; 0,04526661; -0,06313489; 29; 0; ; 
3060; 16565; 0,07177527; -0,082004; 0,9940441; 0,05056834; -0,06690871; 29; 0; ; 
3080; 16565; 0,07177527; -0,082004; 0,9940441; 0,05480973; -0,06992777; 29; 0; ; 
3088; 16565; 0,07177527; -0,082004; 0,9940441; 0,05480973; -0,06992777; 26; 0; ; 
3088; 16565; 0,07177527; -0,082004; 0,9940441; 0,05480973; -0,06992777; 26; 0; ; 
3100; 16604; 0,06435937; -0,07682897; 0,994965; 0,05671965; -0,07130801; 26; 0; ; 
3120; 16604; 0,06435937; -0,07682897; 0,994965; 0,0582476; -0,0724122; 26; 0; ; 
3134; 16604; 0,06435937; -0,07682897; 0,994965; 0,0582476; -0,0724122; 22; 0; ; 
3134; 16604; 0,06435937; -0,07682897; 0,994965; 0,0582476; -0,0724122; 22; 0; ; 
3140; 16650; 0,06459003; -0,07941511; 0,9947469; 0,05951608; -0,07381278; 22; 0; ; 
3140; 16650; 0,06459003; -0,07941511; 0,9947469; 0,05951608; -0,07381278; 22; 0; ; 
3160; 16650; 0,06459003; -0,07941511; 0,9947469; 0,06053087; -0,07493325; 22; 0; ; 
3180; 16650; 0,06459003; -0,07941511; 0,9947469; 0,0613427; -0,07582962; 22; 0; ; 
3181; 16650; 0,06459003; -0,07941511; 0,9947469; 0,0613427; -0,07582962; 21; 0; ; 
3181; 16650; 0,06459003; -0,07941511; 0,9947469; 0,0613427; -0,07582962; 21; 0; ; 
3200; 16697; 0,06622902; -0,07944044; 0,9946371; 0,06231996; -0,07655178; 21; 0; ; 
3220; 16697; 0,06622902; -0,07944044; 0,9946371; 0,06310178; -0,07712951; 21; 0; ; 
3221; 16697; 0,06622902; -0,07944044; 0,9946371; 0,06310178; -0,07712951; 25; 0; ; 
3221; 16697; 0,06622902; -0,07944044; 0,9946371; 0,06310178; -0,07712951; 25; 0; ; 
3240; 16737; 0,08587543; -0,1464689; 0,9854807; 0,06765651; -0,0909974; 25; 0; ; 
3260; 16737; 0,08587543; -0,1464689; 0,9854807; 0,07130029; -0,1020917; 25; 0; ; 
3264; 16737; 0,08587543; -0,1464689; 0,9854807; 0,07130029; -0,1020917; 23; 0; ; 
3264; 16737; 0,08587543; -0,1464689; 0,9854807; 0,07130029; -0,1020917; 23; 0; ; 
3280; 16780; 0,136707; -0,3604337; 0,9227127; 0,08438163; -0,1537601; 23; 0; ; 
3300; 16780; 0,136707; -0,3604337; 0,9227127; 0,09484671; -0,1950948; 23; 0; ; 
3314; 16780; 0,136707; -0,3604337; 0,9227127; 0,09484671; -0,1950948; 20; 0; ; 
3314; 16780; 0,136707; -0,3604337; 0,9227127; 0,09484671; -0,1950948; 20; 0; ; 
3320; 16829; 0,1244515; -0,3639506; 0,9230665; 0,1007677; -0,228866; 20; 0; ; 
3320; 16829; 0,1244515; -0,3639506; 0,9230665; 0,1007677; -0,228866; 20; 0; ; 
3340; 16829; 0,1244515; -0,3639506; 0,9230665; 0,1055045; -0,2558829; 20; 0; ; 
3347; 16829; 0,1244515; -0,3639506; 0,9230665; 0,1055045; -0,2558829; 30; 0; ; 
3360; 16862; 0,1291633; -0,3502013; 0,9277262; 0,1102362; -0,2747466; 30; 0; ; 
3380; 16862; 0,1291633; -0,3502013; 0,9277262; 0,1140216; -0,2898375; 30; 0; ; 
3391; 16862; 0,1291633; -0,3502013; 0,9277262; 0,1140216; -0,2898375; 23; 0; ; 
3391; 16862; 0,1291633; -0,3502013; 0,9277262; 0,1140216; -0,2898375; 23; 0; ; 
3400; 16907; 0,08865839; -0,3647264; 0,9268842; 0,108949; -0,3048153; 23; 0; ; 
3400; 16907; 0,08865839; -0,3647264; 0,9268842; 0,108949; -0,3048153; 23; 0; ; 
3420; 16907; 0,08865839; -0,3647264; 0,9268842; 0,1048909; -0,3167976; 23; 0; ; 
3436; 16907; 0,08865839; -0,3647264; 0,9268842; 0,1048909; -0,3167976; 22; 0; ; 
3436; 16907; 0,08865839; -0,3647264; 0,9268842; 0,1048909; -0,3167976; 22; 0; ; 
3440; 16952; 0,09443823; -0,3605406; 0,9279503; 0,1028003; -0,3255461; 22; 0; ; 
3460; 16952; 0,09443823; -0,3605406; 0,9279503; 0,1011279; -0,332545; 22; 0; ; 
3471; 16952; 0,09443823; -0,3605406; 0,9279503; 0,1011279; -0,332545; 29; 0; ; 
3471; 16952; 0,09443823; -0,3605406; 0,9279503; 0,1011279; -0,332545; 29; 0; ; 
3480; 16987; 0,0967358; -0,3601527; 0,9278644; 0,1002495; -0,3380666; 29; 0; ; 
3500; 16987; 0,0967358; -0,3601527; 0,9278644; 0,09954675; -0,3424838; 29; 0; ; 
3503; 16987; 0,0967358; -0,3601527; 0,9278644; 0,09954675; -0,3424838; 31; 0; ; 
3520; 17019; 0,100404; -0,3528899; 0,9302621; 0,0997182; -0,344565; 31; 0; ; 
3537; 17019; 0,100404; -0,3528899; 0,9302621; 0,0997182; -0,344565; 30; 0; ; 
3537; 17019; 0,100404; -0,3528899; 0,9302621; 0,0997182; -0,344565; 30; 0; ; 
3540; 17052; 0,109989; -0,3551919; 0,9283001; 0,1017724; -0,3466904; 30; 0; ; 
3560; 17052; 0,109989; -0,3551919; 0,9283001; 0,1034157; -0,3483907; 30; 0; ; 
3580; 17052; 0,109989; -0,3551919; 0,9283001; 0,1047303; -0,3497509; 30; 0; ; 
3583; 17052; 0,109989; -0,3551919; 0,9283001; 0,1047303; -0,3497509; 21; 0; ; 
3583; 17052; 0,109989; -0,3551919; 0,9283001; 0,1047303; -0,3497509; 21; 0; ; 
3600; 17099; 0,003307744; -0,0147834; 0,9998853; 0,08444581; -0,2827574; 21; 0; ; 
3620; 17099; 0,003307744; -0,0147834; 0,9998853; 0,0682182; -0,2291626; 21; 0; ; 
3621; 17099; 0,003307744; -0,0147834; 0,9998853; 0,0682182; -0,2291626; 26; 0; ; 
3621; 17099; 0,003307744; -0,0147834; 0,9998853; 0,0682182; -0,2291626; 26; 0; ; 
3640; 17137; -0,06040936; 0,000284698; 0,9981737; 0,04249269; -0,1832732; 26; 0; ; 
3660; 17137; -0,06040936; 0,000284698; 0,9981737; 0,02191228; -0,1465616; 26; 0; ; 
3665; 17137; -0,06040936; 0,000284698; 0,9981737; 0,02191228; -0,1465616; 23; 0; ; 
3665; 17137; -0,06040936; 0,000284698; 0,9981737; 0,02191228; -0,1465616; 23; 0; ; 
3680; 17181; -0,05831682; 0,03761784; 0,9975891; 0,005866455; -0,1097257; 23; 0; ; 
3700; 17181; -0,05831682; 0,03761784; 0,9975891; -0,006970202; -0,08025699; 23; 0; ; 
3712; 17181; -0,05831682; 0,03761784; 0,9975891; -0,006970202; -0,08025699; 21; 0; ; 
3712; 17181; -0,05831682; 0,03761784; 0,9975891; -0,006970202; -0,08025699; 21; 0; ; 
3720; 17228; 0,03705127; 0,03447825; 0,9987184; 0,001834093; -0,05730994; 21; 0; ; 
3720; 17228; 0,03705127; 0,03447825; 0,9987184; 0,001834093; -0,05730994; 21; 0; ; 
3740; 17228; 0,03705127; 0,03447825; 0,9987184; 0,008877529; -0,0389523; 21; 0; ; 
3755; 17228; 0,03705127; 0,03447825; 0,9987184; 0,008877529; -0,0389523; 23; 0; ; 
3755; 17228; 0,03705127; 0,03447825; 0,9987184; 0,008877529; -0,0389523; 23; 0; ; 
3760; 17270; 0,05544582; 0,03639743; 0,9977981; 0,01819119; -0,02388235; 23; 0; ; 
3780; 17270; 0,05544582; 0,03639743; 0,9977981; 0,02564211; -0,0118264; 23; 0; ; 
3794; 17270; 0,05544582; 0,03639743; 0,9977981; 0,02564211; -0,0118264; 26; 0; ; 
3794; 17270; 0,05544582; 0,03639743; 0,9977981; 0,02564211; -0,0118264; 26; 0; ; 
3800; 17309; -0,0252292; 0,02662603; 0,9993271; 0,01546785; -0,004135911; 26; 0; ; 
3820; 17309; -0,0252292; 0,02662603; 0,9993271; 0,007328439; 0,002016477; 26; 0; ; 
3840; 17309; -0,0252292; 0,02662603; 0,9993271; 0,0008169096; 0,006938388; 26; 0; ; 
3841; 17309; -0,0252292; 0,02662603; 0,9993271; 0,0008169096; 0,006938388; 21; 0; ; 
3841; 17309; -0,0252292; 0,02662603; 0,9993271; 0,0008169096; 0,006938388; 21; 0; ; 
3860; 17356; -0,004310789; 0,02502263; 0,9996776; -0,0002086301; 0,01055524; 21; 0; ; 
3880; 17356; -0,004310789; 0,02502263; 0,9996776; -0,001029062; 0,01344871; 21; 0; ; 
3882; 17356; -0,004310789; 0,02502263; 0,9996776; -0,001029062; 0,01344871; 24; 0; ; 
3882; 17356; -0,004310789; 0,02502263; 0,9996776; -0,001029062; 0,01344871; 24; 0; ; 
3900; 17398; -0,001746128; 0,01175075; 0,9999294; -0,001172475; 0,01310912; 24; 0; ; 
3920; 17398; -0,001746128; 0,01175075; 0,9999294; -0,001287206; 0,01283745; 24; 0; ; 
3922; 17398; -0,001746128; 0,01175075; 0,9999294; -0,001287206; 0,01283745; 25; 0; ; 
3922; 17398; -0,001746128; 0,01175075; 0,9999294; -0,001287206; 0,01283745; 25; 0; ; 
3940; 17437; 0,01745479; 0,009137253; 0,9998059; 0,002461193; 0,01209741; 25; 0; ; 
3960; 17437; 0,01745479; 0,009137253; 0,9998059; 0,005459913; 0,01150538; 25; 0; ; 
3970; 17437; 0,01745479; 0,009137253; 0,9998059; 0,005459913; 0,01150538; 21; 0; ; 
3970; 17437; 0,01745479; 0,009137253; 0,9998059; 0,005459913; 0,01150538; 21; 0; ; 
3980; 17485; 0,01961863; 0,01967687; 0,9996139; 0,008291656; 0,01313968; 21; 0; ; 
4000; 17485; 0,01961863; 0,01967687; 0,9996139; 0,01055705; 0,01444712; 21; 0; ; 
4003; 17485; 0,01961863; 0,01967687; 0,9996139; 0,01055705; 0,01444712; 30; 0; ; 
